"","storm_id","storm_name","n_obs","basin","basinid","year","num_id","max_wind_mph","max_wind_ms","min_pressure","max_category","aceyear","sum_of_sq_knts","ace","named","hurricane","hurricane_major","hurricane_intense"
"203","AL021887","UNNAMED",20,"Western Atlantic",1,"1887",188702.1,58,25.72,NA,NA,1887,37650,3.765,1,NA,NA,NA
"204","AL021888","UNNAMED",10,"Western Atlantic",1,"1888",188802.1,58,25.72,NA,NA,1888,15175,1.5175,1,NA,NA,NA
"205","AL021889","UNNAMED",25,"Western Atlantic",1,"1889",188902.1,75,33.436,NA,1,1889,52950,5.295,1,1,NA,NA
"206","AL021890","UNNAMED",41,"Western Atlantic",1,"1890",189002.1,58,25.72,NA,NA,1890,76475,7.6475,1,NA,NA,NA
"207","AL021891","UNNAMED",51,"Western Atlantic",1,"1891",189102.1,75,33.436,NA,1,1891,185825,18.5825,1,1,NA,NA
"208","AL021892","UNNAMED",40,"Western Atlantic",1,"1892",189202.1,75,33.436,NA,1,1892,83550,8.355,1,1,NA,NA
"209","AL021893","UNNAMED",14,"Western Atlantic",1,"1893",189302.1,98,43.724,NA,2,1893,55975,5.5975,1,1,NA,NA
"210","AL021894","UNNAMED",19,"Western Atlantic",1,"1894",189402.1,58,25.72,NA,NA,1894,28800,2.88,1,NA,NA,NA
"211","AL021895","UNNAMED",36,"Western Atlantic",1,"1895",189502.1,109,48.868,NA,2,1895,209550,20.955,1,1,NA,NA
"212","AL021896","UNNAMED",52,"Western Atlantic",1,"1896",189602.1,115,51.44,956,3,1896,363400,36.34,1,1,1,NA
"213","AL021897","UNNAMED",16,"Western Atlantic",1,"1897",189702.1,86,38.58,NA,1,1897,68075,6.8075,1,1,NA,NA
"214","AL021898","UNNAMED",12,"Western Atlantic",1,"1898",189802.1,86,38.58,NA,1,1898,33275,3.3275,1,1,NA,NA
"215","AL021899","UNNAMED",24,"Western Atlantic",1,"1899",189902.1,98,43.724,979,2,1899,73400,7.34,1,1,NA,NA
"216","AL021900","UNNAMED",50,"Western Atlantic",1,"1900",190002.1,121,54.012,NA,3,1900,249675,24.9675,1,1,1,NA
"217","AL021901","UNNAMED",39,"Western Atlantic",1,"1901",190102.1,69,30.864,NA,NA,1901,102700,10.27,1,NA,NA,NA
"218","AL021902","UNNAMED",37,"Western Atlantic",1,"1902",190202.1,81,36.008,NA,1,1902,40725,4.0725,1,1,NA,NA
"219","AL021903","UNNAMED",43,"Western Atlantic",1,"1903",190302.1,121,54.012,958,3,1903,289500,28.95,1,1,1,NA
"220","AL021904","UNNAMED",33,"Western Atlantic",1,"1904",190402.1,86,38.58,NA,1,1904,96675,9.6675,1,1,NA,NA
"221","AL021905","UNNAMED",22,"Western Atlantic",1,"1905",190502.1,58,25.72,NA,NA,1905,32700,3.27,1,NA,NA,NA
"222","AL021906","UNNAMED",41,"Western Atlantic",1,"1906",190602.1,104,46.296,979,2,1906,144575,14.4575,1,1,NA,NA
"223","AL021907","UNNAMED",23,"Western Atlantic",1,"1907",190702.1,46,20.576,NA,NA,1907,19775,1.9775,1,NA,NA,NA
"224","AL021908","UNNAMED",32,"Western Atlantic",1,"1908",190802.1,75,33.436,989,1,1908,60375,6.0375,1,1,NA,NA
"225","AL021909","UNNAMED",22,"Western Atlantic",1,"1909",190902.1,98,43.724,972,2,1909,55700,5.57,1,1,NA,NA
"226","AL021910","UNNAMED",22,"Western Atlantic",1,"1910",191002.1,46,20.576,NA,NA,1910,8475,0.8475,1,NA,NA,NA
"227","AL021911","UNNAMED",26,"Western Atlantic",1,"1911",191102.1,81,36.008,NA,1,1911,42550,4.255,1,1,NA,NA
"228","AL021912","UNNAMED",22,"Western Atlantic",1,"1912",191202.1,52,23.148,NA,NA,1912,22275,2.2275,1,NA,NA,NA
"229","AL021913","UNNAMED",10,"Western Atlantic",1,"1913",191302.1,46,20.576,NA,NA,1913,8850,0.885,1,NA,NA,NA
"230","AL021915","UNNAMED",75,"Western Atlantic",1,"1915",191502.1,144,64.3,940,4,1915,369400,36.94,1,1,1,1
"231","AL021916","UNNAMED",51,"Western Atlantic",1,"1916",191602.1,121,54.012,950,3,1916,106825,10.6825,1,1,1,NA
"232","AL021917","UNNAMED",24,"Western Atlantic",1,"1917",191702.1,69,30.864,NA,NA,1917,37500,3.75,1,NA,NA,NA
"233","AL021918","UNNAMED",18,"Western Atlantic",1,"1918",191802.1,104,46.296,968,2,1918,78600,7.86,1,1,NA,NA
"234","AL021919","UNNAMED",59,"Western Atlantic",1,"1919",191902.1,150,66.872,927,4,1919,442525,44.2525,1,1,1,1
"235","AL021920","UNNAMED",30,"Western Atlantic",1,"1920",192002.1,98,43.724,975,2,1920,42725,4.2725,1,1,NA,NA
"236","AL021921","UNNAMED",16,"Western Atlantic",1,"1921",192102.1,81,36.008,NA,1,1921,21700,2.17,1,1,NA,NA
"237","AL021922","UNNAMED",62,"Western Atlantic",1,"1922",192202.1,121,54.012,939,3,1922,315675,31.5675,1,1,1,NA
"238","AL021923","UNNAMED",39,"Western Atlantic",1,"1923",192302.1,104,46.296,NA,2,1923,131925,13.1925,1,1,NA,NA
"239","AL021924","UNNAMED",11,"Western Atlantic",1,"1924",192402.1,63,28.292,NA,NA,1924,19525,1.9525,1,NA,NA,NA
"240","AL021925","UNNAMED",11,"Western Atlantic",1,"1925",192502.1,40,18.004,NA,NA,1925,8575,0.8575,1,NA,NA,NA
"241","AL021926","UNNAMED",42,"Western Atlantic",1,"1926",192602.1,121,54.012,NA,3,1926,252000,25.2,1,1,1,NA
"242","AL021927","UNNAMED",39,"Western Atlantic",1,"1927",192702.1,92,41.152,NA,1,1927,113375,11.3375,1,1,NA,NA
"243","AL021928","UNNAMED",42,"Western Atlantic",1,"1928",192802.1,92,41.152,NA,1,1928,100225,10.0225,1,1,NA,NA
"244","AL021929","UNNAMED",67,"Western Atlantic",1,"1929",192902.1,155,69.444,924,4,1929,329075,32.9075,1,1,1,1
"245","AL021930","UNNAMED",81,"Western Atlantic",1,"1930",193002.1,155,69.444,933,4,1930,298350,29.835,1,1,1,1
"246","AL021931","UNNAMED",26,"Western Atlantic",1,"1931",193102.1,69,30.864,1000,NA,1931,25450,2.545,1,NA,NA,NA
"247","AL021932","UNNAMED",17,"Western Atlantic",1,"1932",193202.1,150,66.872,935,4,1932,66250,6.625,1,1,1,1
"248","AL021933","UNNAMED",53,"Western Atlantic",1,"1933",193302.1,109,48.868,NA,2,1933,291450,29.145,1,1,NA,NA
"249","AL021934","UNNAMED",21,"Western Atlantic",1,"1934",193402.1,92,41.152,NA,1,1934,50525,5.0525,1,1,NA,NA
"250","AL021935","UNNAMED",43,"Western Atlantic",1,"1935",193502.1,132,59.156,NA,4,1935,258600,25.86,1,1,1,1
"251","AL021936","UNNAMED",13,"Western Atlantic",1,"1936",193602.1,52,23.148,1000,NA,1936,20250,2.025,1,NA,NA,NA
"252","AL021937","UNNAMED",28,"Western Atlantic",1,"1937",193702.1,63,28.292,NA,NA,1937,40750,4.075,1,NA,NA,NA
"253","AL021938","UNNAMED",7,"Western Atlantic",1,"1938",193802.1,69,30.864,NA,NA,1938,17200,1.72,1,NA,NA,NA
"254","AL021939","UNNAMED",50,"Western Atlantic",1,"1939",193902.1,75,33.436,985,1,1939,58050,5.805,1,1,NA,NA
"255","AL021940","UNNAMED",31,"Western Atlantic",1,"1940",194002.1,98,43.724,972,2,1940,83300,8.33,1,1,NA,NA
"256","AL021941","UNNAMED",40,"Western Atlantic",1,"1941",194102.1,127,56.584,985,3,1941,131075,13.1075,1,1,1,NA
"257","AL021942","UNNAMED",26,"Western Atlantic",1,"1942",194202.1,81,36.008,NA,1,1942,62200,6.22,1,1,NA,NA
"258","AL021943","UNNAMED",26,"Western Atlantic",1,"1943",194302.1,58,25.72,NA,NA,1943,48725,4.8725,1,NA,NA,NA
"259","AL021944","UNNAMED",15,"Western Atlantic",1,"1944",194402.1,63,28.292,NA,NA,1944,31250,3.125,1,NA,NA,NA
"260","AL021945","UNNAMED",13,"Western Atlantic",1,"1945",194502.1,40,18.004,NA,NA,1945,9800,0.98,1,NA,NA,NA
"261","AL021946","UNNAMED",24,"Western Atlantic",1,"1946",194602.1,81,36.008,1005,1,1946,41450,4.145,1,1,NA,NA
"262","AL021947","UNNAMED",31,"Western Atlantic",1,"1947",194702.1,109,48.868,977,2,1947,75200,7.52,1,1,NA,NA
"263","AL021948","UNNAMED",18,"Western Atlantic",1,"1948",194802.1,40,18.004,NA,NA,1948,3675,0.3675,1,NA,NA,NA
"264","AL021949","UNNAMED",40,"Western Atlantic",1,"1949",194902.1,132,59.156,954,4,1949,140700,14.07,1,1,1,1
"265","AL021950","BAKER",60,"Western Atlantic",1,"1950",195002.1,104,46.296,979,2,1950,160800,16.08,1,1,NA,NA
"266","AL021951","ABLE",36,"Western Atlantic",1,"1951",195102.1,92,41.152,973,1,1951,161475,16.1475,1,1,NA,NA
"267","AL021952","ABLE",66,"Western Atlantic",1,"1952",195202.1,98,43.724,983,2,1952,98450,9.845,1,1,NA,NA
"268","AL021953","UNNAMED",18,"Western Atlantic",1,"1953",195302.1,52,23.148,NA,NA,1953,17750,1.775,1,NA,NA,NA
"269","AL021954","UNNAMED",29,"Western Atlantic",1,"1954",195402.1,69,30.864,NA,NA,1954,38525,3.8525,1,NA,NA,NA
"270","AL021955","CONNIE",49,"Western Atlantic",1,"1955",195502.1,138,61.728,944,4,1955,315550,31.555,1,1,1,1
"271","AL021956","ANNA",9,"Western Atlantic",1,"1956",195602.1,86,38.58,991,1,1956,18400,1.84,1,1,NA,NA
"272","AL021957","AUDREY",20,"Western Atlantic",1,"1957",195702.1,127,56.584,946,3,1957,80600,8.06,1,1,1,NA
"273","AL021958","BECKY",37,"Western Atlantic",1,"1958",195802.1,69,30.864,1004,NA,1958,65575,6.5575,1,NA,NA,NA
"274","AL021959","BEULAH",15,"Western Atlantic",1,"1959",195902.1,69,30.864,985,NA,1959,30225,3.0225,1,NA,NA,NA
"275","AL021960","ABBY",34,"Western Atlantic",1,"1960",196002.1,81,36.008,995,1,1960,72075,7.2075,1,1,NA,NA
"276","AL021961","BETSY",41,"Western Atlantic",1,"1961",196102.1,138,61.728,945,4,1961,321600,32.16,1,1,1,1
"277","AL021962","BECKY",23,"Western Atlantic",1,"1962",196202.1,40,18.004,NA,NA,1962,12250,1.225,1,NA,NA,NA
"278","AL021963","BEULAH",34,"Western Atlantic",1,"1963",196302.1,121,54.012,958,3,1963,170525,17.0525,1,1,1,NA
"279","AL021964","UNNAMED",26,"Western Atlantic",1,"1964",196402.1,52,23.148,1006,NA,1964,16200,1.62,1,NA,NA,NA
"280","AL021965","ANNA",22,"Western Atlantic",1,"1965",196502.1,92,41.152,NA,1,1965,61050,6.105,1,1,NA,NA
"281","AL021966","BECKY",9,"Western Atlantic",1,"1966",196602.1,75,33.436,985,1,1966,16300,1.63,1,1,NA,NA
"282","AL021967","UNNAMED",13,"Western Atlantic",1,"1967",196702.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","AL021968","BRENDA",37,"Western Atlantic",1,"1968",196802.1,75,33.436,990,1,1968,69250,6.925,1,1,NA,NA
"284","AL021969","UNNAMED",5,"Western Atlantic",1,"1969",196902.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","AL021970","BECKY",19,"Western Atlantic",1,"1970",197002.1,63,28.292,1003,NA,1970,18825,1.8825,1,NA,NA,NA
"286","AL021971","UNNAMED",5,"Western Atlantic",1,"1971",197102.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","AL021972","AGNES",35,"Western Atlantic",1,"1972",197202.1,86,38.58,977,1,1972,67700,6.77,1,1,NA,NA
"288","AL021973","UNNAMED",13,"Western Atlantic",1,"1973",197302.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","AL021974","UNNAMED",6,"Western Atlantic",1,"1974",197402.1,63,28.292,1000,NA,1974,9675,0.9675,1,NA,NA,NA
"290","AL021975","AMY",31,"Western Atlantic",1,"1975",197502.1,69,30.864,981,NA,1975,65450,6.545,1,NA,NA,NA
"291","AL021976","UNNAMED",10,"Western Atlantic",1,"1976",197602.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","AL021977","UNNAMED",6,"Western Atlantic",1,"1977",197702.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","AL021978","UNNAMED",6,"Western Atlantic",1,"1978",197802.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","AL021979","ANA",19,"Western Atlantic",1,"1979",197902.1,58,25.72,1005,NA,1979,8150,0.815,1,NA,NA,NA
"295","AL021980","UNNAMED",17,"Western Atlantic",1,"1980",198002.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","AL021981","UNNAMED",10,"Western Atlantic",1,"1981",198102.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","AL021982","UNNAMED",12,"Western Atlantic",1,"1982",198202.1,69,30.864,984,NA,1982,30400,3.04,1,NA,NA,NA
"298","AL021983","UNNAMED",25,"Western Atlantic",1,"1983",198302.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","AL021984","UNNAMED",8,"Western Atlantic",1,"1984",198402.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","AL021985","BOB",21,"Western Atlantic",1,"1985",198502.1,75,33.436,1002,1,1985,28450,2.845,1,1,NA,NA
"301","AL021986","BONNIE",21,"Western Atlantic",1,"1986",198602.1,86,38.58,990,1,1986,29350,2.935,1,1,NA,NA
"302","AL021987","ARLENE",81,"Western Atlantic",1,"1987",198702.1,75,33.436,987,1,1987,119125,11.9125,1,1,NA,NA
"303","AL021988","BERYL",12,"Western Atlantic",1,"1988",198802.1,52,23.148,1001,NA,1988,10500,1.05,1,NA,NA,NA
"304","AL021989","ALLISON",29,"Western Atlantic",1,"1989",198902.1,52,23.148,999,NA,1989,9325,0.9325,1,NA,NA,NA
"305","AL021990","ARTHUR",22,"Western Atlantic",1,"1990",199002.1,69,30.864,995,NA,1990,23125,2.3125,1,NA,NA,NA
"306","AL021991","UNNAMED",6,"Western Atlantic",1,"1991",199102.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","AL021992","UNNAMED",5,"Western Atlantic",1,"1992",199202.1,35,15.432,1007,NA,NA,NA,NA,NA,NA,NA,NA
"308","AL021993","ARLENE",15,"Western Atlantic",1,"1993",199302.1,40,18.004,1000,NA,1993,4900,0.49,1,NA,NA,NA
"309","AL021994","UNNAMED",6,"Western Atlantic",1,"1994",199402.1,35,15.432,1015,NA,NA,NA,NA,NA,NA,NA,NA
"310","AL021995","BARRY",24,"Western Atlantic",1,"1995",199502.1,69,30.864,989,NA,1995,31675,3.1675,1,NA,NA,NA
"311","AL021996","BERTHA",51,"Western Atlantic",1,"1996",199602.1,115,51.44,960,3,1996,173800,17.38,1,1,1,NA
"312","AL021997","ANA",19,"Western Atlantic",1,"1997",199702.1,46,20.576,1000,NA,1997,13375,1.3375,1,NA,NA,NA
"313","AL021998","BONNIE",49,"Western Atlantic",1,"1998",199802.1,115,51.44,954,3,1998,248025,24.8025,1,1,1,NA
"314","AL021999","UNNAMED",4,"Western Atlantic",1,"1999",199902.1,35,15.432,1004,NA,NA,NA,NA,NA,NA,NA,NA
"315","AL022000","UNNAMED",12,"Western Atlantic",1,"2000",200002.1,35,15.432,1008,NA,NA,NA,NA,NA,NA,NA,NA
"316","AL022001","UNNAMED",5,"Western Atlantic",1,"2001",200102.1,29,12.86,1010,NA,NA,NA,NA,NA,NA,NA,NA
"317","AL022002","BERTHA",23,"Western Atlantic",1,"2002",200202.1,40,18.004,1007,NA,2002,2450,0.245,1,NA,NA,NA
"318","AL022003","UNNAMED",4,"Western Atlantic",1,"2003",200302.1,35,15.432,1008,NA,NA,NA,NA,NA,NA,NA,NA
"319","AL022004","BONNIE",44,"Western Atlantic",1,"2004",200402.1,63,28.292,1001,NA,2004,26200,2.62,1,NA,NA,NA
"320","AL022005","BRET",7,"Western Atlantic",1,"2005",200502.1,40,18.004,1002,NA,2005,3675,0.3675,1,NA,NA,NA
"321","AL022006","UNNAMED",13,"Western Atlantic",1,"2006",200602.1,52,23.148,998,NA,2006,6450,0.645,1,NA,NA,NA
"322","AL022007","BARRY",24,"Western Atlantic",1,"2007",200702.1,58,25.72,990,NA,2007,7725,0.7725,1,NA,NA,NA
"323","AL022008","BERTHA",74,"Western Atlantic",1,"2008",200802.1,127,56.584,952,3,2008,284000,28.4,1,1,1,NA
"324","AL022009","ANA",26,"Western Atlantic",1,"2009",200902.1,40,18.004,1003,NA,2009,8575,0.8575,1,NA,NA,NA
"325","AL022010","TWO",13,"Western Atlantic",1,"2010",201002.1,35,15.432,1005,NA,NA,NA,NA,NA,NA,NA,NA
"326","AL022011","BRET",29,"Western Atlantic",1,"2011",201102.1,69,30.864,995,NA,2011,32775,3.2775,1,NA,NA,NA
"327","AL022012","BERYL",33,"Western Atlantic",1,"2012",201202.1,69,30.864,992,NA,2012,24900,2.49,1,NA,NA,NA
"328","AL022013","BARRY",23,"Western Atlantic",1,"2013",201302.1,46,20.576,1003,NA,2013,7625,0.7625,1,NA,NA,NA
"329","AL022014","TWO",17,"Western Atlantic",1,"2014",201402.1,35,15.432,1012,NA,NA,NA,NA,NA,NA,NA,NA
"330","AL022015","BILL",22,"Western Atlantic",1,"2015",201502.1,58,25.72,997,NA,2015,10650,1.065,1,NA,NA,NA
"331","AL022016","BONNIE",56,"Western Atlantic",1,"2016",201602.1,46,20.576,1006,NA,2016,10550,1.055,1,NA,NA,NA
"332","AL031851","UNNAMED",1,"Western Atlantic",1,"1851",185103.1,58,25.72,NA,NA,1851,2500,0.25,1,NA,NA,NA
"333","AL031852","UNNAMED",20,"Western Atlantic",1,"1852",185203.1,81,36.008,NA,1,1852,90600,9.06,1,1,NA,NA
"334","AL031853","UNNAMED",48,"Western Atlantic",1,"1853",185303.1,150,66.872,924,4,1853,450600,45.06,1,1,1,1
"335","AL031854","UNNAMED",25,"Western Atlantic",1,"1854",185403.1,127,56.584,938,3,1854,175800,17.58,1,1,1,NA
"336","AL031855","UNNAMED",1,"Western Atlantic",1,"1855",185503.1,81,36.008,NA,1,1855,4900,0.49,1,1,NA,NA
"337","AL031856","UNNAMED",12,"Western Atlantic",1,"1856",185603.1,58,25.72,NA,NA,1856,27500,2.75,1,NA,NA,NA
"338","AL031857","UNNAMED",20,"Western Atlantic",1,"1857",185703.1,81,36.008,NA,1,1857,98000,9.8,1,1,NA,NA
"339","AL031858","UNNAMED",16,"Western Atlantic",1,"1858",185803.1,104,46.296,979,2,1858,65500,6.55,1,1,NA,NA
"340","AL031859","UNNAMED",6,"Western Atlantic",1,"1859",185903.1,81,36.008,NA,1,1859,29400,2.94,1,1,NA,NA
"341","AL031860","UNNAMED",1,"Western Atlantic",1,"1860",186003.1,81,36.008,NA,1,1860,4900,0.49,1,1,NA,NA
"342","AL031861","UNNAMED",24,"Western Atlantic",1,"1861",186103.1,104,46.296,NA,2,1861,167200,16.72,1,1,NA,NA
"343","AL031862","UNNAMED",34,"Western Atlantic",1,"1862",186203.1,104,46.296,NA,2,1862,234400,23.44,1,1,NA,NA
"344","AL031863","UNNAMED",18,"Western Atlantic",1,"1863",186303.1,104,46.296,975,2,1863,118500,11.85,1,1,NA,NA
"345","AL031864","UNNAMED",26,"Western Atlantic",1,"1864",186403.1,81,36.008,NA,1,1864,121700,12.17,1,1,NA,NA
"346","AL031865","UNNAMED",20,"Western Atlantic",1,"1865",186503.1,69,30.864,NA,NA,1865,61000,6.1,1,NA,NA,NA
"347","AL031866","UNNAMED",14,"Western Atlantic",1,"1866",186603.1,81,36.008,NA,1,1866,66000,6.6,1,1,NA,NA
"348","AL031867","UNNAMED",1,"Western Atlantic",1,"1867",186703.1,104,46.296,NA,2,1867,8100,0.81,1,1,NA,NA
"349","AL031868","UNNAMED",12,"Western Atlantic",1,"1868",186803.1,104,46.296,NA,2,1868,97200,9.72,1,1,NA,NA
"350","AL031869","UNNAMED",4,"Western Atlantic",1,"1869",186903.1,81,36.008,NA,1,1869,19600,1.96,1,1,NA,NA
"351","AL031870","UNNAMED",16,"Western Atlantic",1,"1870",187003.1,69,30.864,1004,NA,1870,43000,4.3,1,NA,NA,NA
"352","AL031871","UNNAMED",41,"Western Atlantic",1,"1871",187103.1,115,51.44,952,3,1871,210000,21,1,1,1,NA
"353","AL031872","UNNAMED",48,"Western Atlantic",1,"1872",187203.1,81,36.008,NA,1,1872,207200,20.72,1,1,NA,NA
"354","AL031873","UNNAMED",13,"Western Atlantic",1,"1873",187303.1,81,36.008,NA,1,1873,53800,5.38,1,1,NA,NA
"355","AL031874","UNNAMED",42,"Western Atlantic",1,"1874",187403.1,92,41.152,NA,1,1874,154000,15.4,1,1,NA,NA
"356","AL031875","UNNAMED",45,"Western Atlantic",1,"1875",187503.1,115,51.44,978,3,1875,271900,27.19,1,1,1,NA
"357","AL031876","UNNAMED",12,"Western Atlantic",1,"1876",187603.1,58,25.72,NA,NA,1876,30000,3,1,NA,NA,NA
"358","AL031877","UNNAMED",28,"Western Atlantic",1,"1877",187703.1,81,36.008,NA,1,1877,132000,13.2,1,1,NA,NA
"359","AL031878","UNNAMED",12,"Western Atlantic",1,"1878",187803.1,92,41.152,963,1,1878,48200,4.82,1,1,NA,NA
"360","AL031879","UNNAMED",25,"Western Atlantic",1,"1879",187903.1,104,46.296,964,2,1879,97400,9.74,1,1,NA,NA
"361","AL031880","UNNAMED",24,"Western Atlantic",1,"1880",188003.1,92,41.152,980,1,1880,72400,7.24,1,1,NA,NA
"362","AL031881","UNNAMED",32,"Western Atlantic",1,"1881",188103.1,92,41.152,NA,1,1881,170400,17.04,1,1,NA,NA
"363","AL031882","UNNAMED",10,"Western Atlantic",1,"1882",188203.1,58,25.72,NA,NA,1882,12675,1.2675,1,NA,NA,NA
"364","AL031883","UNNAMED",39,"Western Atlantic",1,"1883",188303.1,127,56.584,NA,3,1883,283100,28.31,1,1,1,NA
"365","AL031884","UNNAMED",45,"Western Atlantic",1,"1884",188403.1,92,41.152,979,1,1884,146900,14.69,1,1,NA,NA
"366","AL031885","UNNAMED",13,"Western Atlantic",1,"1885",188503.1,58,25.72,NA,NA,1885,23700,2.37,1,NA,NA,NA
"367","AL031886","UNNAMED",23,"Western Atlantic",1,"1886",188603.1,98,43.724,NA,2,1886,90975,9.0975,1,1,NA,NA
"368","AL031887","UNNAMED",15,"Western Atlantic",1,"1887",188703.1,40,18.004,NA,NA,1887,11025,1.1025,1,NA,NA,NA
"369","AL031888","UNNAMED",44,"Western Atlantic",1,"1888",188803.1,127,56.584,NA,3,1888,190675,19.0675,1,1,1,NA
"370","AL031889","UNNAMED",39,"Western Atlantic",1,"1889",188903.1,81,36.008,NA,1,1889,124175,12.4175,1,1,NA,NA
"371","AL031890","UNNAMED",33,"Western Atlantic",1,"1890",189003.1,121,54.012,NA,3,1890,214775,21.4775,1,1,1,NA
"372","AL031891","UNNAMED",31,"Western Atlantic",1,"1891",189103.1,127,56.584,961,3,1891,208900,20.89,1,1,1,NA
"373","AL031892","UNNAMED",58,"Western Atlantic",1,"1892",189203.1,98,43.724,NA,2,1892,291500,29.15,1,1,NA,NA
"374","AL031893","UNNAMED",50,"Western Atlantic",1,"1893",189303.1,121,54.012,NA,3,1893,260025,26.0025,1,1,1,NA
"375","AL031894","UNNAMED",44,"Western Atlantic",1,"1894",189403.1,115,51.44,948,3,1894,260950,26.095,1,1,1,NA
"376","AL031895","UNNAMED",39,"Western Atlantic",1,"1895",189503.1,58,25.72,NA,NA,1895,80250,8.025,1,NA,NA,NA
"377","AL031896","UNNAMED",43,"Western Atlantic",1,"1896",189603.1,98,43.724,NA,2,1896,257025,25.7025,1,1,NA,NA
"378","AL031897","UNNAMED",25,"Western Atlantic",1,"1897",189703.1,69,30.864,NA,NA,1897,49250,4.925,1,NA,NA,NA
"379","AL031898","UNNAMED",12,"Western Atlantic",1,"1898",189803.1,81,36.008,NA,1,1898,44100,4.41,1,1,NA,NA
"380","AL031899","UNNAMED",133,"Western Atlantic",1,"1899",189903.1,150,66.872,930,4,1899,735675,73.5675,1,1,1,1
"381","AL031900","UNNAMED",62,"Western Atlantic",1,"1900",190003.1,98,43.724,NA,2,1900,273000,27.3,1,1,NA,NA
"382","AL031901","UNNAMED",42,"Western Atlantic",1,"1901",190103.1,81,36.008,NA,1,1901,100250,10.025,1,1,NA,NA
"383","AL031902","UNNAMED",39,"Western Atlantic",1,"1902",190203.1,98,43.724,NA,2,1902,89100,8.91,1,1,NA,NA
"384","AL031903","UNNAMED",33,"Western Atlantic",1,"1903",190303.1,92,41.152,976,1,1903,99225,9.9225,1,1,NA,NA
"385","AL031904","UNNAMED",28,"Western Atlantic",1,"1904",190403.1,81,36.008,NA,1,1904,55625,5.5625,1,1,NA,NA
"386","AL031905","UNNAMED",28,"Western Atlantic",1,"1905",190503.1,52,23.148,NA,NA,1905,42575,4.2575,1,NA,NA,NA
"387","AL031906","UNNAMED",15,"Western Atlantic",1,"1906",190603.1,69,30.864,NA,NA,1906,21825,2.1825,1,NA,NA,NA
"388","AL031907","UNNAMED",13,"Western Atlantic",1,"1907",190703.1,52,23.148,NA,NA,1907,13800,1.38,1,NA,NA,NA
"389","AL031908","UNNAMED",43,"Western Atlantic",1,"1908",190803.1,81,36.008,NA,1,1908,100900,10.09,1,1,NA,NA
"390","AL031909","UNNAMED",36,"Western Atlantic",1,"1909",190903.1,52,23.148,NA,NA,1909,18275,1.8275,1,NA,NA,NA
"391","AL031910","UNNAMED",44,"Western Atlantic",1,"1910",191003.1,109,48.868,NA,2,1910,266500,26.65,1,1,NA,NA
"392","AL031911","UNNAMED",35,"Western Atlantic",1,"1911",191103.1,98,43.724,972,2,1911,113725,11.3725,1,1,NA,NA
"393","AL031912","UNNAMED",20,"Western Atlantic",1,"1912",191203.1,52,23.148,NA,NA,1912,21000,2.1,1,NA,NA,NA
"394","AL031913","UNNAMED",70,"Western Atlantic",1,"1913",191303.1,69,30.864,NA,NA,1913,156325,15.6325,1,NA,NA,NA
"395","AL031915","UNNAMED",59,"Western Atlantic",1,"1915",191503.1,121,54.012,NA,3,1915,413350,41.335,1,1,1,NA
"396","AL031916","UNNAMED",52,"Western Atlantic",1,"1916",191603.1,104,46.296,980,2,1916,198300,19.83,1,1,NA,NA
"397","AL031917","UNNAMED",35,"Western Atlantic",1,"1917",191703.1,121,54.012,NA,3,1917,203900,20.39,1,1,1,NA
"398","AL031918","UNNAMED",15,"Western Atlantic",1,"1918",191803.1,75,33.436,NA,1,1918,33050,3.305,1,1,NA,NA
"399","AL031919","UNNAMED",13,"Western Atlantic",1,"1919",191903.1,98,43.724,NA,2,1919,41750,4.175,1,1,NA,NA
"400","AL031920","UNNAMED",20,"Western Atlantic",1,"1920",192003.1,86,38.58,NA,1,1920,35425,3.5425,1,1,NA,NA
"401","AL031921","UNNAMED",48,"Western Atlantic",1,"1921",192103.1,127,56.584,959,3,1921,352125,35.2125,1,1,1,NA
"402","AL031922","UNNAMED",29,"Western Atlantic",1,"1922",192203.1,81,36.008,NA,1,1922,80875,8.0875,1,1,NA,NA
"403","AL031923","UNNAMED",17,"Western Atlantic",1,"1923",192303.1,52,23.148,NA,NA,1923,20625,2.0625,1,NA,NA,NA
"404","AL031924","UNNAMED",50,"Western Atlantic",1,"1924",192403.1,121,54.012,963,3,1924,222900,22.29,1,1,1,NA
"405","AL031925","UNNAMED",8,"Western Atlantic",1,"1925",192503.1,52,23.148,NA,NA,1925,9700,0.97,1,NA,NA,NA
